2024-10-28 21:57:44,285: asyncio: INFO: [MLTrader] Executing the initialize lifecycle method
2024-10-28 21:57:50,363: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-10-28 21:57:50,371: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-10-28 21:57:50,374: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-10-28 21:57:50,375: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-10-28 21:57:50,419: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-10-28 21:57:50[0m
2024-10-28 21:57:50,427: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-28 21:57:57,386: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-28 21:58:13,461: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-10-28 21:58:13[0m
2024-10-28 21:58:13,469: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-10-28 21:58:13,474: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-10-28 21:58:13,475: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-10-28 21:58:13,479: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-10-28 21:58:13[0m
2024-10-28 21:58:13,480: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-28 21:58:13,485: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-28 21:58:16,733: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-10-28 21:58:16[0m
2024-10-28 21:58:16,736: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-10-28 21:58:16,738: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-10-28 21:58:16,739: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-10-28 21:58:16,740: asyncio: INFO: [MLTrader] [34mThe market is not currently open, skipping this trading iteration[0m
2024-10-28 21:58:16,744: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-10-28 21:58:16,747: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-10-28 21:58:16,747: asyncio: INFO: [MLTrader] Executing the after_market_closes lifecycle method
2024-10-28 21:58:16,749: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-10-28 21:58:16,751: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-10-28 21:58:16,753: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-10-28 21:58:16,753: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-10-28 21:58:16,757: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-10-28 21:58:16[0m
2024-10-28 21:58:16,758: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-28 21:58:16,760: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-28 21:58:20,879: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-10-28 21:58:20[0m
2024-10-28 21:58:20,883: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-10-28 21:58:20,888: root: INFO: Current backtesting datetime 2020-01-06 16:00:00-05:00
2024-10-28 21:58:20,889: root: INFO: Current backtesting datetime 2020-01-07 09:30:00-05:00
2024-10-28 21:58:20,891: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-10-28 21:58:20[0m
2024-10-28 21:58:20,893: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-28 21:58:20,896: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-10-28 21:58:25,365: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-10-28 21:58:25[0m
2024-10-28 21:58:25,369: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-10-28 21:58:25,373: root: INFO: Current backtesting datetime 2020-01-07 16:00:00-05:00
2024-10-28 21:58:25,374: root: INFO: Current backtesting datetime 2020-01-08 09:30:00-05:00
